,entityName,state,year,quarter,count,amount
5595,jabalpur,madhya-pradesh,2018,1,294739,336129604.08967173
5596,sehore,madhya-pradesh,2018,1,262578,253627459.66805387
5597,ujjain,madhya-pradesh,2018,1,223180,258084907.59517384
5598,sagar,madhya-pradesh,2018,1,217079,158907811.38195506
5599,rewa,madhya-pradesh,2018,1,210786,249549304.77768275
5600,dewas,madhya-pradesh,2018,1,187518,204604018.77963144
5601,dhar,madhya-pradesh,2018,1,183246,206440756.11008483
5602,462001,madhya-pradesh,2018,1,832846,898730606.684653
5603,452005,madhya-pradesh,2018,1,207574,253142785.61052936
5604,452001,madhya-pradesh,2018,1,107648,156165711.64979118
5605,455001,madhya-pradesh,2018,1,104275,118241844.34333043
5606,452010,madhya-pradesh,2018,1,94234,157403991.63155165
5607,462022,madhya-pradesh,2018,1,83978,87238625.13683434
5608,464001,madhya-pradesh,2018,1,79043,78056088.40614296
5609,462021,madhya-pradesh,2018,1,76954,81645808.22890393
5610,482002,madhya-pradesh,2018,1,74060,93745050.67207184
5611,462003,madhya-pradesh,2018,1,73987,87750006.55736303
5612,bhopal,madhya-pradesh,2018,2,2101870,3162583722.7483263
5613,indore,madhya-pradesh,2018,2,1375908,2404399122.9028625
5614,gwalior,madhya-pradesh,2018,2,489851,768942832.0715543
5615,jabalpur,madhya-pradesh,2018,2,422639,584301958.944094
5616,sehore,madhya-pradesh,2018,2,344826,478416852.5884154
5617,rewa,madhya-pradesh,2018,2,298854,492363779.31866646
5618,ujjain,madhya-pradesh,2018,2,291630,463505751.4854504
5619,sagar,madhya-pradesh,2018,2,267894,314107092.19693184
5620,satna,madhya-pradesh,2018,2,242463,270342008.7411064
5621,dhar,madhya-pradesh,2018,2,238497,351923712.98836184
5622,462001,madhya-pradesh,2018,2,928983,1443626493.1959717
5623,452005,madhya-pradesh,2018,2,246010,402380195.3026551
5624,452001,madhya-pradesh,2018,2,142004,259873127.46920395
5625,455001,madhya-pradesh,2018,2,136382,226612217.2992207
5626,452010,madhya-pradesh,2018,2,129277,261844252.28139323
5627,462021,madhya-pradesh,2018,2,107180,126504336.9668009
5628,462022,madhya-pradesh,2018,2,105767,142892504.9372346
5629,482002,madhya-pradesh,2018,2,103987,157951903.98098183
5630,464001,madhya-pradesh,2018,2,101316,142159110.3236988
5631,462003,madhya-pradesh,2018,2,99813,147560868.44672427
5632,bhopal,madhya-pradesh,2018,3,3157810,4500771533.49004
5633,indore,madhya-pradesh,2018,3,2082530,3633508421.8101254
5634,sagar,madhya-pradesh,2018,3,792217,664927054.0421132
5635,sehore,madhya-pradesh,2018,3,758026,813770551.0306485
5636,gwalior,madhya-pradesh,2018,3,726317,1161920835.789859
5637,jabalpur,madhya-pradesh,2018,3,701227,958869249.390048
5638,rewa,madhya-pradesh,2018,3,566062,685929451.0927081
5639,ujjain,madhya-pradesh,2018,3,498756,721272323.6353652
5640,narsinghpur,madhya-pradesh,2018,3,426854,345889819.40697944
5641,dhar,madhya-pradesh,2018,3,425936,570906796.1316426
5642,462001,madhya-pradesh,2018,3,1164035,1861753236.3155599
5643,470226,madhya-pradesh,2018,3,323991,147624664.31106216
5644,452005,madhya-pradesh,2018,3,287900,482102101.3115258
5645,466001,madhya-pradesh,2018,3,276731,246461342.72598046
5646,455001,madhya-pradesh,2018,3,239696,348542009.1483245
5647,452001,madhya-pradesh,2018,3,239364,422167574.5546815
5648,487114,madhya-pradesh,2018,3,222326,95525543.45837316
5649,462022,madhya-pradesh,2018,3,218956,235907504.6007541
5650,486331,madhya-pradesh,2018,3,215104,130056224.7084305
5651,462003,madhya-pradesh,2018,3,208570,241162283.7526211
5652,bhopal,madhya-pradesh,2018,4,4226983,6249310700.95542
5653,indore,madhya-pradesh,2018,4,2826520,5075021922.79704
5654,gwalior,madhya-pradesh,2018,4,894712,1644666010.3465357
5655,jabalpur,madhya-pradesh,2018,4,866243,1360238729.0313094
5656,sehore,madhya-pradesh,2018,4,783146,1051788224.0566217
5657,rewa,madhya-pradesh,2018,4,588836,933681137.7141752
5658,ujjain,madhya-pradesh,2018,4,585638,981666410.735889
5659,sagar,madhya-pradesh,2018,4,573261,742271402.2191862
5660,dhar,madhya-pradesh,2018,4,536104,820460181.5187452
5661,dewas,madhya-pradesh,2018,4,501654,821092172.381887
5662,462001,madhya-pradesh,2018,4,1500309,2552351600.8016467
5663,452001,madhya-pradesh,2018,4,343290,585006850.3652501
5664,452005,madhya-pradesh,2018,4,335785,608914775.5363489
5665,455001,madhya-pradesh,2018,4,295535,483571677.4557303
5666,452010,madhya-pradesh,2018,4,278306,549086571.2783393
5667,462021,madhya-pradesh,2018,4,275519,276467132.60838115
5668,462022,madhya-pradesh,2018,4,247693,296890945.9695538
5669,462008,madhya-pradesh,2018,4,242961,294409417.75512815
5670,482002,madhya-pradesh,2018,4,241160,378635020.67435056
5671,462010,madhya-pradesh,2018,4,240419,279849921.506904
5672,bhopal,madhya-pradesh,2019,1,8252290,9878412374.297678
5673,indore,madhya-pradesh,2019,1,5731364,8462300131.378916
5674,sehore,madhya-pradesh,2019,1,1598108,1381467050.209204
5675,jabalpur,madhya-pradesh,2019,1,1489827,2066194878.07519
5676,gwalior,madhya-pradesh,2019,1,1342886,2088543078.353699
5677,dhar,madhya-pradesh,2019,1,976357,1063530759.7629424
5678,ujjain,madhya-pradesh,2019,1,940607,1264261226.7636352
5679,sagar,madhya-pradesh,2019,1,925998,1031788235.321145
5680,dewas,madhya-pradesh,2019,1,911351,1084348082.083155
5681,rewa,madhya-pradesh,2019,1,866533,1138882577.7546175
5682,462001,madhya-pradesh,2019,1,3626425,5068130944.898084
5683,452005,madhya-pradesh,2019,1,1667463,2491269778.3947864
5684,452001,madhya-pradesh,2019,1,603742,795143251.0594337
5685,482001,madhya-pradesh,2019,1,539450,804250137.6994205
5686,455001,madhya-pradesh,2019,1,536017,660504208.966887
5687,466001,madhya-pradesh,2019,1,471656,384166428.2630392
5688,462022,madhya-pradesh,2019,1,435916,395194631.92283005
5689,452010,madhya-pradesh,2019,1,432653,720758844.8395721
5690,462021,madhya-pradesh,2019,1,419303,316072420.79677904
5691,462010,madhya-pradesh,2019,1,389412,347672223.73239464
5692,bhopal,madhya-pradesh,2019,2,12031142,17309015090.75333
5693,indore,madhya-pradesh,2019,2,8459734,14340814113.22087
5694,jabalpur,madhya-pradesh,2019,2,2003659,3365108021.1103716
5695,gwalior,madhya-pradesh,2019,2,1264694,2419928141.075864
5696,sehore,madhya-pradesh,2019,2,1000398,1498323453.5966249
5697,ujjain,madhya-pradesh,2019,2,869522,1520840061.8610396
5698,sagar,madhya-pradesh,2019,2,758405,1228020791.0177653
5699,hoshangabad,madhya-pradesh,2019,2,733352,1398321448.0271442
5700,rewa,madhya-pradesh,2019,2,718741,1390495018.41335
5701,dewas,madhya-pradesh,2019,2,705805,1221413819.1866453
5702,462001,madhya-pradesh,2019,2,6704852,11443970357.937914
5703,452005,madhya-pradesh,2019,2,4253651,7470815433.988805
5704,482001,madhya-pradesh,2019,2,1116887,1903950972.5445337
5705,462021,madhya-pradesh,2019,2,597802,404946329.5388553
5706,452001,madhya-pradesh,2019,2,575129,873647635.5393763
5707,452010,madhya-pradesh,2019,2,497913,813285367.1900495
5708,462022,madhya-pradesh,2019,2,493951,475968874.6167083
5709,462023,madhya-pradesh,2019,2,475553,488470240.3268646
5710,461001,madhya-pradesh,2019,2,434348,771524186.5255004
5711,455001,madhya-pradesh,2019,2,418034,723340186.7757671
5712,bhopal,madhya-pradesh,2019,3,15339970,19449113922.050434
5713,indore,madhya-pradesh,2019,3,11739888,17332954157.395485
5714,jabalpur,madhya-pradesh,2019,3,2424190,3585214328.9999766
5715,gwalior,madhya-pradesh,2019,3,1945426,2938882604.9629474
5716,ujjain,madhya-pradesh,2019,3,1287391,1861274343.6180212
5717,sehore,madhya-pradesh,2019,3,1227719,1645829156.9951177
5718,dewas,madhya-pradesh,2019,3,992605,1490521770.4985013
5719,rewa,madhya-pradesh,2019,3,935300,1453796034.8352695
5720,sagar,madhya-pradesh,2019,3,935229,1347968051.4244916
5721,dhar,madhya-pradesh,2019,3,895526,1358217450.0838826
5722,462001,madhya-pradesh,2019,3,6269219,11834863354.419373
5723,452005,madhya-pradesh,2019,3,4366960,8065739923.082
5724,482001,madhya-pradesh,2019,3,1055603,1863763891.845798
5725,452001,madhya-pradesh,2019,3,1043588,1225514212.4561656
5726,462021,madhya-pradesh,2019,3,940540,505580483.3014368
5727,462022,madhya-pradesh,2019,3,918349,630186966.3543744
5728,452010,madhya-pradesh,2019,3,898555,1133787666.1670172
5729,462023,madhya-pradesh,2019,3,839430,652641997.9865594
5730,462003,madhya-pradesh,2019,3,731558,627704960.5340548
5731,462016,madhya-pradesh,2019,3,679665,620156231.9334133
5732,bhopal,madhya-pradesh,2019,4,18062429,24303685079.877422
5733,indore,madhya-pradesh,2019,4,15879423,23175261773.68209
5734,jabalpur,madhya-pradesh,2019,4,2901762,4636477563.561832
5735,gwalior,madhya-pradesh,2019,4,2509157,4050254390.723213
5736,ujjain,madhya-pradesh,2019,4,1649254,2534823488.3187428
5737,sehore,madhya-pradesh,2019,4,1629869,2294177801.2437177
5738,dewas,madhya-pradesh,2019,4,1251392,2061011651.7828116
5739,sagar,madhya-pradesh,2019,4,1218814,1853137602.0859163
5740,dhar,madhya-pradesh,2019,4,1194971,1868318600.635218
5741,rewa,madhya-pradesh,2019,4,1160674,2078184265.1862037
5742,462001,madhya-pradesh,2019,4,6837881,13576912651.586494
5743,452005,madhya-pradesh,2019,4,5504197,10818308924.232718
5744,452001,madhya-pradesh,2019,4,1476430,1587077410.4156427
5745,452010,madhya-pradesh,2019,4,1305226,1524380730.2016387
5746,482001,madhya-pradesh,2019,4,1266715,2344608582.0637045
5747,462008,madhya-pradesh,2019,4,1257486,1667617803.0829244
5748,462021,madhya-pradesh,2019,4,1105950,608200651.5174402
5749,462022,madhya-pradesh,2019,4,980305,761376331.7498667
5750,462023,madhya-pradesh,2019,4,973492,815982424.4087061
5751,462003,madhya-pradesh,2019,4,859025,801636587.5680897
5752,indore,madhya-pradesh,2020,1,20249473,30491290764.19948
5753,bhopal,madhya-pradesh,2020,1,18872294,26955303213.752163
5754,jabalpur,madhya-pradesh,2020,1,3486010,5963024021.3977585
5755,gwalior,madhya-pradesh,2020,1,2793829,4742983278.610157
5756,ujjain,madhya-pradesh,2020,1,1956388,2984071094.5180407
5757,sehore,madhya-pradesh,2020,1,1747508,2672516076.5999746
5758,chhindwara,madhya-pradesh,2020,1,1550995,2660677487.5778346
5759,dewas,madhya-pradesh,2020,1,1550696,2464387871.393967
5760,dhar,madhya-pradesh,2020,1,1500274,2336164021.151242
5761,rewa,madhya-pradesh,2020,1,1358528,2622020903.5922184
5762,452005,madhya-pradesh,2020,1,8311339,16391514714.613842
5763,462008,madhya-pradesh,2020,1,6548078,13044490028.62577
5764,462001,madhya-pradesh,2020,1,2197233,4135614413.401725
5765,482001,madhya-pradesh,2020,1,1675660,3288419374.5668755
5766,452001,madhya-pradesh,2020,1,1568004,1682081172.7628899
5767,452010,madhya-pradesh,2020,1,1519272,1717412983.0519361
5768,462021,madhya-pradesh,2020,1,981968,596828292.4093003
5769,462023,madhya-pradesh,2020,1,973781,866222103.5313101
5770,462022,madhya-pradesh,2020,1,953629,819880210.5237169
5771,455001,madhya-pradesh,2020,1,923744,1429885804.0247233
5772,bhopal,madhya-pradesh,2020,2,14074026,27679446324.45678
5773,indore,madhya-pradesh,2020,2,13320426,28685653051.73161
5774,gwalior,madhya-pradesh,2020,2,2624767,4775816368.953523
5775,jabalpur,madhya-pradesh,2020,2,2318052,4127023650.0580335
5776,ujjain,madhya-pradesh,2020,2,2060273,3502234253.762901
5777,sehore,madhya-pradesh,2020,2,2007098,3502556848.342663
5778,chhindwara,madhya-pradesh,2020,2,1950309,3543387312.8824368
5779,dewas,madhya-pradesh,2020,2,1913320,3316587068.990117
5780,rewa,madhya-pradesh,2020,2,1877915,3929625254.5108604
5781,dhar,madhya-pradesh,2020,2,1792207,2906918483.5859733
5782,462008,madhya-pradesh,2020,2,7083405,18733977853.722977
5783,452005,madhya-pradesh,2020,2,7027354,18569853904.900497
5784,455001,madhya-pradesh,2020,2,991925,1616822890.5676188
5785,480001,madhya-pradesh,2020,2,754370,1531783295.94457
5786,452010,madhya-pradesh,2020,2,737841,1149552894.4925904
5787,462001,madhya-pradesh,2020,2,701101,1247621766.3037615
5788,462022,madhya-pradesh,2020,2,666290,731581581.2761979
5789,482001,madhya-pradesh,2020,2,656493,1401864444.3086805
5790,482002,madhya-pradesh,2020,2,566179,956557626.1959183
5791,466001,madhya-pradesh,2020,2,526600,863069994.055345
5792,bhopal,madhya-pradesh,2020,3,29560361,57525605025.512215
5793,indore,madhya-pradesh,2020,3,17544816,31851463020.761208
5794,gwalior,madhya-pradesh,2020,3,3978884,7817520356.40003
5795,jabalpur,madhya-pradesh,2020,3,3568035,6733555697.65695
5796,ujjain,madhya-pradesh,2020,3,2921971,5297389626.97533
5797,dhar,madhya-pradesh,2020,3,2527639,4260243322.8625326
5798,sehore,madhya-pradesh,2020,3,2512141,4197137117.0135603
5799,dewas,madhya-pradesh,2020,3,2498225,4394184455.067969
5800,chhindwara,madhya-pradesh,2020,3,2113701,3726188140.6403146
5801,rewa,madhya-pradesh,2020,3,2086383,3959365505.5119104
5802,462008,madhya-pradesh,2020,3,18608188,42836925858.3958
5803,452005,madhya-pradesh,2020,3,6059895,13662742990.190998
5804,452010,madhya-pradesh,2020,3,1520843,2092911874.7978008
5805,455001,madhya-pradesh,2020,3,1413770,2339700967.461785
5806,462001,madhya-pradesh,2020,3,1289565,2421154415.1092215
5807,482001,madhya-pradesh,2020,3,1258497,2665546564.0821686
5808,452001,madhya-pradesh,2020,3,982572,1690061462.937074
5809,452016,madhya-pradesh,2020,3,937996,1493171910.2876134
5810,462022,madhya-pradesh,2020,3,918271,1064260342.2780193
5811,482002,madhya-pradesh,2020,3,897854,1644475543.5609841
5812,bhopal,madhya-pradesh,2020,4,38492334,67905952477.88091
5813,indore,madhya-pradesh,2020,4,25715586,42359214660.836296
5814,gwalior,madhya-pradesh,2020,4,6115831,12129267094.949297
5815,jabalpur,madhya-pradesh,2020,4,5245511,9769636688.245636
5816,ujjain,madhya-pradesh,2020,4,4280284,7849328204.967745
5817,dhar,madhya-pradesh,2020,4,3833814,6450900581.257767
5818,dewas,madhya-pradesh,2020,4,3659099,6453013619.067839
5819,sehore,madhya-pradesh,2020,4,3633263,6071266571.198605
5820,chhindwara,madhya-pradesh,2020,4,3170211,5890642613.695305
5821,rewa,madhya-pradesh,2020,4,3045335,6440539078.097477
5822,462008,madhya-pradesh,2020,4,20637374,44520942803.43779
5823,452005,madhya-pradesh,2020,4,6210457,13040333253.394245
5824,452010,madhya-pradesh,2020,4,2556422,3329001378.928961
5825,462001,madhya-pradesh,2020,4,2187046,3998691301.3604746
5826,455001,madhya-pradesh,2020,4,2091495,3468605469.585371
5827,452001,madhya-pradesh,2020,4,1955323,2956333499.0736675
5828,482001,madhya-pradesh,2020,4,1733750,3424103520.708811
5829,452016,madhya-pradesh,2020,4,1505055,2282925453.891755
5830,482002,madhya-pradesh,2020,4,1446070,2729484076.063352
5831,462022,madhya-pradesh,2020,4,1415361,1654509281.4695334
5832,bhopal,madhya-pradesh,2021,1,67309234,101725720745.41441
5833,indore,madhya-pradesh,2021,1,37457244,53867415617.00962
5834,gwalior,madhya-pradesh,2021,1,7162483,13365571399.680473
5835,jabalpur,madhya-pradesh,2021,1,6508756,11341470367.935308
5836,ujjain,madhya-pradesh,2021,1,4926814,8661804508.825624
5837,dhar,madhya-pradesh,2021,1,4368739,7366487165.421755
5838,dewas,madhya-pradesh,2021,1,3992803,6833124438.36656
5839,sehore,madhya-pradesh,2021,1,3804912,6207673600.695252
5840,chhindwara,madhya-pradesh,2021,1,3281453,6171721022.75809
5841,sagar,madhya-pradesh,2021,1,3149917,5653447301.758538
5842,462008,madhya-pradesh,2021,1,45920869,76097617508.03973
5843,452005,madhya-pradesh,2021,1,12368534,20333650796.901794
5844,452010,madhya-pradesh,2021,1,3157169,3746274998.491168
5845,452001,madhya-pradesh,2021,1,3031347,3622956355.0610266
5846,482001,madhya-pradesh,2021,1,2626795,4524235375.162897
5847,462001,madhya-pradesh,2021,1,2567784,4163932826.9056225
5848,455001,madhya-pradesh,2021,1,2284442,3592982816.355874
5849,452016,madhya-pradesh,2021,1,1784180,2566937156.63353
5850,452020,madhya-pradesh,2021,1,1717447,2091704739.9569988
5851,462022,madhya-pradesh,2021,1,1690582,1841285115.5522735
5852,bhopal,madhya-pradesh,2021,2,74643630,127038866031.39793
5853,indore,madhya-pradesh,2021,2,34159162,59026805792.65047
5854,gwalior,madhya-pradesh,2021,2,7475892,15466583871.368423
5855,jabalpur,madhya-pradesh,2021,2,6808088,12879587251.083908
5856,dhar,madhya-pradesh,2021,2,5029916,9012726646.390884
5857,ujjain,madhya-pradesh,2021,2,4879699,9676724764.226078
5858,dewas,madhya-pradesh,2021,2,4430778,8482648817.275978
5859,sehore,madhya-pradesh,2021,2,4199604,7779826903.455323
5860,chhindwara,madhya-pradesh,2021,2,3787673,7484666557.941613
5861,rewa,madhya-pradesh,2021,2,3692722,8211449728.951238
5862,462008,madhya-pradesh,2021,2,57596018,101902493881.58667
5863,452005,madhya-pradesh,2021,2,15823586,28475955866.25344
5864,482001,madhya-pradesh,2021,2,2855889,5204968517.899942
5865,462001,madhya-pradesh,2021,2,2370403,4281025788.0650344
5866,455001,madhya-pradesh,2021,2,2302486,3993109709.3966684
5867,452010,madhya-pradesh,2021,2,2206070,3293341962.5959606
5868,452016,madhya-pradesh,2021,2,1499795,2613982955.748446
5869,482002,madhya-pradesh,2021,2,1485190,3016062223.170359
5870,474003,madhya-pradesh,2021,2,1462678,3035718857.693515
5871,462022,madhya-pradesh,2021,2,1427896,1878688339.995509
5872,bhopal,madhya-pradesh,2021,3,103403998,146735124186.2163
5873,indore,madhya-pradesh,2021,3,55970712,81712956761.21715
5874,gwalior,madhya-pradesh,2021,3,10677148,19237891487.133667
5875,jabalpur,madhya-pradesh,2021,3,9691966,16293034528.474735
5876,ujjain,madhya-pradesh,2021,3,7652620,13233697399.244934
5877,dhar,madhya-pradesh,2021,3,7010257,11371461567.624537
5878,dewas,madhya-pradesh,2021,3,6092595,9986506658.490002
5879,sehore,madhya-pradesh,2021,3,5466240,8629273157.345976
5880,chhindwara,madhya-pradesh,2021,3,5106996,8670292561.634789
5881,sagar,madhya-pradesh,2021,3,4691027,8366148265.503399
5882,462008,madhya-pradesh,2021,3,74987334,111259178579.96481
5883,452005,madhya-pradesh,2021,3,22164070,34600062075.11777
5884,452010,madhya-pradesh,2021,3,4126900,5116995913.025614
5885,462001,madhya-pradesh,2021,3,4073176,6413114865.672185
5886,482001,madhya-pradesh,2021,3,4031874,6533062681.252631
5887,452001,madhya-pradesh,2021,3,3814262,4939628151.9133415
5888,455001,madhya-pradesh,2021,3,3411019,5155527776.477329
5889,452016,madhya-pradesh,2021,3,2531200,3787124072.2546887
5890,482002,madhya-pradesh,2021,3,2368726,4169091721.011275
5891,452020,madhya-pradesh,2021,3,2340962,2917120877.2309227
5892,bhopal,madhya-pradesh,2021,4,134176541,190196223229.17584
5893,indore,madhya-pradesh,2021,4,73486993,107685836352.74806
5894,gwalior,madhya-pradesh,2021,4,13721879,25012279408.26774
5895,jabalpur,madhya-pradesh,2021,4,12476449,20920967750.048428
5896,ujjain,madhya-pradesh,2021,4,9436286,16998154949.070953
5897,dhar,madhya-pradesh,2021,4,8770665,14454487270.115353
5898,dewas,madhya-pradesh,2021,4,7659615,13007477185.675833
5899,sehore,madhya-pradesh,2021,4,6733399,10809509304.10481
5900,chhindwara,madhya-pradesh,2021,4,6522234,11185696130.666462
5901,rewa,madhya-pradesh,2021,4,6195961,12315058116.409243
5902,462008,madhya-pradesh,2021,4,97987017,145639258182.99155
5903,452005,madhya-pradesh,2021,4,29248862,46290695147.06075
5904,452010,madhya-pradesh,2021,4,5218813,6467043620.67884
5905,452001,madhya-pradesh,2021,4,5218642,6458915106.776723
5906,482001,madhya-pradesh,2021,4,5053220,8127214279.304961
5907,462001,madhya-pradesh,2021,4,4713553,7350145336.897413
5908,455001,madhya-pradesh,2021,4,4258695,6645714914.574454
5909,452016,madhya-pradesh,2021,4,3186800,4819897276.049288
5910,482002,madhya-pradesh,2021,4,3144266,5557372411.427554
5911,452020,madhya-pradesh,2021,4,3140760,3797721234.7283487
5912,bhopal,madhya-pradesh,2022,1,159892411,221096758835.2795
5913,indore,madhya-pradesh,2022,1,82698834,117708333766.98831
5914,gwalior,madhya-pradesh,2022,1,15549106,27692015434.858017
5915,jabalpur,madhya-pradesh,2022,1,14198131,23727705882.80347
5916,ujjain,madhya-pradesh,2022,1,11174270,19317822240.980057
5917,dhar,madhya-pradesh,2022,1,10117283,16593117838.03894
5918,dewas,madhya-pradesh,2022,1,8873232,14573666819.387135
5919,sehore,madhya-pradesh,2022,1,7782311,12240349684.93433
5920,chhindwara,madhya-pradesh,2022,1,7709009,12667985167.90129
5921,sagar,madhya-pradesh,2022,1,7000254,11999611899.066284
5922,462008,madhya-pradesh,2022,1,119378084,172143368941.89307
5923,452005,madhya-pradesh,2022,1,31734667,48510760291.24387
5924,452010,madhya-pradesh,2022,1,5959407,7263031626.194959
5925,452001,madhya-pradesh,2022,1,5914289,7022464203.9865265
5926,482001,madhya-pradesh,2022,1,5835918,9193584003.745905
5927,462001,madhya-pradesh,2022,1,5434974,8295117043.417895
5928,455001,madhya-pradesh,2022,1,4842367,7496773908.540472
5929,452020,madhya-pradesh,2022,1,3814949,4530100209.355485
5930,452016,madhya-pradesh,2022,1,3736352,5627028238.401191
5931,482002,madhya-pradesh,2022,1,3535166,6311233940.343891
5932,pune,maharashtra,2018,1,3842929,5378982326.835919
5933,mumbai,maharashtra,2018,1,2671029,3923116793.952079
5934,mumbai suburban,maharashtra,2018,1,1444587,2385242801.288172
5935,thane,maharashtra,2018,1,1243518,1995816824.6734967
5936,nashik,maharashtra,2018,1,669259,874435847.1021329
5937,aurangabad,maharashtra,2018,1,620430,680361961.5537964
5938,nagpur,maharashtra,2018,1,592456,781981176.1740795
5939,solapur,maharashtra,2018,1,451438,535791949.0374774
5940,ahmednagar,maharashtra,2018,1,438972,522540233.7072377
5941,kolhapur,maharashtra,2018,1,351519,354723905.37194455
5942,400008,maharashtra,2018,1,2227885,3105208723.475169
5943,411001,maharashtra,2018,1,1055656,1413523605.5956619
5944,411057,maharashtra,2018,1,168299,280533305.27763397
5945,410501,maharashtra,2018,1,156090,192733705.886016
5946,400606,maharashtra,2018,1,121105,201559877.88188544
5947,411033,maharashtra,2018,1,118850,165427380.13732243
5948,411014,maharashtra,2018,1,114748,209175471.82276022
5949,431003,maharashtra,2018,1,104719,116259679.45781952
5950,411041,maharashtra,2018,1,101787,119594030.23584342
5951,421302,maharashtra,2018,1,95135,137262044.1129402
5952,pune,maharashtra,2018,2,5162876,8513428062.925207
5953,mumbai,maharashtra,2018,2,3277612,6048515205.760132
5954,mumbai suburban,maharashtra,2018,2,2055232,3877425976.656087
5955,thane,maharashtra,2018,2,1773084,3339349832.40853
5956,nashik,maharashtra,2018,2,956098,1502940957.143
5957,nagpur,maharashtra,2018,2,792349,1325086381.0421863
5958,aurangabad,maharashtra,2018,2,789032,1121247393.1699817
5959,solapur,maharashtra,2018,2,657732,1017429009.0580833
5960,ahmednagar,maharashtra,2018,2,616058,960786263.1601061
5961,raigad,maharashtra,2018,2,469802,849899520.0504556
5962,400008,maharashtra,2018,2,2631405,4703762207.003538
5963,411001,maharashtra,2018,2,1316115,2145613783.5507014
5964,411057,maharashtra,2018,2,242519,422304488.8299024
5965,410501,maharashtra,2018,2,218820,316770191.1098889
5966,411014,maharashtra,2018,2,166457,324218025.22867304
5967,411033,maharashtra,2018,2,157641,261252656.0200929
5968,400606,maharashtra,2018,2,148846,279715772.85043585
5969,421302,maharashtra,2018,2,135128,270573714.7319163
5970,411041,maharashtra,2018,2,133107,189328050.52410924
5971,431003,maharashtra,2018,2,130057,200245075.75779852
5972,pune,maharashtra,2018,3,7890491,12601613622.467594
5973,mumbai,maharashtra,2018,3,4090811,7438893352.297362
5974,mumbai suburban,maharashtra,2018,3,3049903,5567618775.346842
5975,thane,maharashtra,2018,3,2611297,4941785822.789892
5976,nashik,maharashtra,2018,3,1321016,2243065273.9378605
5977,nagpur,maharashtra,2018,3,1215989,2003870351.0067477
5978,aurangabad,maharashtra,2018,3,1171650,1755607884.6928542
5979,solapur,maharashtra,2018,3,957281,1548416428.5291772
5980,ahmednagar,maharashtra,2018,3,842685,1476318516.9225848
5981,raigad,maharashtra,2018,3,717318,1362324762.6075263
5982,400008,maharashtra,2018,3,3111609,5436005565.196791
5983,411001,maharashtra,2018,3,1689517,2829639683.4067717
5984,410501,maharashtra,2018,3,508646,591587000.3501817
5985,411057,maharashtra,2018,3,422874,611270873.2667295
5986,411014,maharashtra,2018,3,265735,483326747.3794536
5987,411033,maharashtra,2018,3,238408,390743516.5145781
5988,431003,maharashtra,2018,3,204502,302541720.1772945
5989,421302,maharashtra,2018,3,201404,447312674.99639803
5990,411028,maharashtra,2018,3,200254,344862780.4685549
5991,411041,maharashtra,2018,3,189200,286384151.7948901
5992,pune,maharashtra,2018,4,11075153,18048884123.019886
5993,mumbai,maharashtra,2018,4,6060284,11506143747.453331
5994,mumbai suburban,maharashtra,2018,4,4635750,8268990734.490216
5995,thane,maharashtra,2018,4,4198385,7592415202.1234455
5996,nagpur,maharashtra,2018,4,1884842,3079870457.7353897
5997,nashik,maharashtra,2018,4,1881354,3510737505.1936135
5998,aurangabad,maharashtra,2018,4,1685901,2758523355.9782867
5999,solapur,maharashtra,2018,4,1266285,2368140884.7300243
6000,ahmednagar,maharashtra,2018,4,1226980,2363347728.365555
6001,palghar,maharashtra,2018,4,1088141,1842460037.4482036
6002,400008,maharashtra,2018,4,4586309,8474903607.1238575
6003,411001,maharashtra,2018,4,2176631,3917444399.4306126
6004,411057,maharashtra,2018,4,652006,884095179.2798569
6005,410501,maharashtra,2018,4,518442,769817705.9044026
6006,411014,maharashtra,2018,4,420715,700159714.8560562
6007,421302,maharashtra,2018,4,400213,785501091.8436023
6008,411028,maharashtra,2018,4,376373,529931830.9797609
6009,411033,maharashtra,2018,4,344206,531815628.96831757
6010,400708,maharashtra,2018,4,314305,368619264.9520594
6011,400072,maharashtra,2018,4,289541,484031730.62145823
6012,pune,maharashtra,2019,1,23360634,32233517413.825314
6013,mumbai,maharashtra,2019,1,8672352,14116666928.151258
6014,mumbai suburban,maharashtra,2019,1,6743762,10706972932.399767
6015,thane,maharashtra,2019,1,6590587,10262365751.639568
6016,nagpur,maharashtra,2019,1,3417783,4445200035.812227
6017,nashik,maharashtra,2019,1,2967544,4544409151.206467
6018,aurangabad,maharashtra,2019,1,2792378,3834151759.410431
6019,ahmednagar,maharashtra,2019,1,1729326,2957722310.1799498
6020,palghar,maharashtra,2019,1,1719894,2564696463.010165
6021,solapur,maharashtra,2019,1,1711532,2915291684.2363386
6022,400008,maharashtra,2019,1,6494529,10238553958.763014
6023,411006,maharashtra,2019,1,5641935,9202990658.01836
6024,411001,maharashtra,2019,1,2376027,3441020708.2644687
6025,411057,maharashtra,2019,1,1291680,1352213398.9662242
6026,410501,maharashtra,2019,1,936769,1088531393.1142068
6027,411033,maharashtra,2019,1,705098,796780363.891503
6028,411014,maharashtra,2019,1,703615,1011657285.7105505
6029,421302,maharashtra,2019,1,650588,1016319465.7605121
6030,411028,maharashtra,2019,1,593884,747314892.8314726
6031,411041,maharashtra,2019,1,578580,575340284.1574556
