,index,registeredUsers,appOpens,state,year,quarter
7172,west khasi hills district,730,0,meghalaya,2018,3
7173,north garo hills district,1092,0,meghalaya,2018,4
7174,south west khasi hills district,253,0,meghalaya,2018,4
7175,west garo hills district,10445,0,meghalaya,2018,4
7176,south garo hills district,1057,0,meghalaya,2018,4
7177,east jaintia hills district,3735,0,meghalaya,2018,4
7178,south west garo hills district,1115,0,meghalaya,2018,4
7179,east khasi hills district,22845,0,meghalaya,2018,4
7180,east garo hills district,1067,0,meghalaya,2018,4
7181,ribhoi district,5207,0,meghalaya,2018,4
7182,west jaintia hills district,1861,0,meghalaya,2018,4
7183,west khasi hills district,957,0,meghalaya,2018,4
7184,north garo hills district,1482,0,meghalaya,2019,1
7185,south west khasi hills district,329,0,meghalaya,2019,1
7186,west garo hills district,12932,0,meghalaya,2019,1
7187,south garo hills district,1296,0,meghalaya,2019,1
7188,east jaintia hills district,4643,0,meghalaya,2019,1
7189,south west garo hills district,1434,0,meghalaya,2019,1
7190,east khasi hills district,27937,0,meghalaya,2019,1
7191,east garo hills district,1424,0,meghalaya,2019,1
7192,ribhoi district,6543,0,meghalaya,2019,1
7193,west jaintia hills district,2276,0,meghalaya,2019,1
7194,west khasi hills district,1191,0,meghalaya,2019,1
7195,north garo hills district,1965,8905,meghalaya,2019,2
7196,south west khasi hills district,448,2506,meghalaya,2019,2
7197,west garo hills district,15673,72876,meghalaya,2019,2
7198,south garo hills district,1640,7558,meghalaya,2019,2
7199,east jaintia hills district,5580,38147,meghalaya,2019,2
7200,south west garo hills district,1902,9442,meghalaya,2019,2
7201,east khasi hills district,33377,175058,meghalaya,2019,2
7202,east garo hills district,1855,9573,meghalaya,2019,2
7203,ribhoi district,7894,51958,meghalaya,2019,2
7204,west jaintia hills district,2846,11316,meghalaya,2019,2
7205,west khasi hills district,1566,8425,meghalaya,2019,2
7206,north garo hills district,2403,32901,meghalaya,2019,3
7207,south west khasi hills district,521,10278,meghalaya,2019,3
7208,west garo hills district,18509,258510,meghalaya,2019,3
7209,south garo hills district,2020,27451,meghalaya,2019,3
7210,east jaintia hills district,6371,131205,meghalaya,2019,3
7211,south west garo hills district,2306,36115,meghalaya,2019,3
7212,east khasi hills district,38761,608108,meghalaya,2019,3
7213,east garo hills district,2313,32036,meghalaya,2019,3
7214,ribhoi district,9007,185794,meghalaya,2019,3
7215,west jaintia hills district,3346,38914,meghalaya,2019,3
7216,west khasi hills district,1838,26502,meghalaya,2019,3
7217,north garo hills district,2871,39381,meghalaya,2019,4
7218,south west khasi hills district,619,12271,meghalaya,2019,4
7219,west garo hills district,21300,279541,meghalaya,2019,4
7220,south garo hills district,2434,30886,meghalaya,2019,4
7221,east jaintia hills district,7343,145362,meghalaya,2019,4
7222,south west garo hills district,2757,41158,meghalaya,2019,4
7223,east khasi hills district,43484,626975,meghalaya,2019,4
7224,east garo hills district,2788,37883,meghalaya,2019,4
7225,ribhoi district,10308,204050,meghalaya,2019,4
7226,west jaintia hills district,3946,47102,meghalaya,2019,4
7227,west khasi hills district,2180,25933,meghalaya,2019,4
7228,north garo hills district,3311,45211,meghalaya,2020,1
7229,south west khasi hills district,724,14636,meghalaya,2020,1
7230,west garo hills district,24124,338577,meghalaya,2020,1
7231,south garo hills district,2810,43923,meghalaya,2020,1
7232,east jaintia hills district,8368,174603,meghalaya,2020,1
7233,south west garo hills district,3234,50775,meghalaya,2020,1
7234,east khasi hills district,49251,671640,meghalaya,2020,1
7235,east garo hills district,3251,47574,meghalaya,2020,1
7236,ribhoi district,11689,234367,meghalaya,2020,1
7237,west jaintia hills district,4530,59509,meghalaya,2020,1
7238,west khasi hills district,2522,35396,meghalaya,2020,1
7239,north garo hills district,4318,75310,meghalaya,2020,2
7240,south west khasi hills district,934,21859,meghalaya,2020,2
7241,west garo hills district,29492,479767,meghalaya,2020,2
7242,south garo hills district,3590,61880,meghalaya,2020,2
7243,east jaintia hills district,9695,208825,meghalaya,2020,2
7244,south west garo hills district,4266,89389,meghalaya,2020,2
7245,east khasi hills district,57322,821770,meghalaya,2020,2
7246,east garo hills district,4132,73258,meghalaya,2020,2
7247,ribhoi district,13550,231180,meghalaya,2020,2
7248,west jaintia hills district,5717,87706,meghalaya,2020,2
7249,west khasi hills district,3195,54309,meghalaya,2020,2
7250,north garo hills district,5242,81708,meghalaya,2020,3
7251,south west khasi hills district,1169,22236,meghalaya,2020,3
7252,west garo hills district,34201,541797,meghalaya,2020,3
7253,south garo hills district,4370,72019,meghalaya,2020,3
7254,east jaintia hills district,11084,213957,meghalaya,2020,3
7255,south west garo hills district,5082,86439,meghalaya,2020,3
7256,east khasi hills district,65268,878005,meghalaya,2020,3
7257,east garo hills district,5002,81354,meghalaya,2020,3
7258,ribhoi district,15427,256534,meghalaya,2020,3
7259,west jaintia hills district,6997,95731,meghalaya,2020,3
7260,west khasi hills district,3899,54754,meghalaya,2020,3
7261,north garo hills district,5914,92098,meghalaya,2020,4
7262,south west khasi hills district,1364,26083,meghalaya,2020,4
7263,west garo hills district,37988,606770,meghalaya,2020,4
7264,south garo hills district,5006,78371,meghalaya,2020,4
7265,east jaintia hills district,12337,244254,meghalaya,2020,4
7266,south west garo hills district,5772,90481,meghalaya,2020,4
7267,east khasi hills district,72639,1022983,meghalaya,2020,4
7268,east garo hills district,5777,92633,meghalaya,2020,4
7269,ribhoi district,17198,324447,meghalaya,2020,4
7270,west jaintia hills district,7968,105256,meghalaya,2020,4
7271,west khasi hills district,4484,62541,meghalaya,2020,4
7272,north garo hills district,6392,87414,meghalaya,2021,1
7273,south west khasi hills district,1479,25803,meghalaya,2021,1
7274,west garo hills district,40993,624759,meghalaya,2021,1
7275,south garo hills district,5439,81330,meghalaya,2021,1
7276,east jaintia hills district,13460,304466,meghalaya,2021,1
7277,south west garo hills district,6276,81312,meghalaya,2021,1
7278,east khasi hills district,78429,1079909,meghalaya,2021,1
7279,east garo hills district,6237,84371,meghalaya,2021,1
7280,ribhoi district,18641,402509,meghalaya,2021,1
7281,west jaintia hills district,8665,98578,meghalaya,2021,1
7282,west khasi hills district,4858,68575,meghalaya,2021,1
7283,north garo hills district,6951,373360,meghalaya,2021,2
7284,south west khasi hills district,1616,186895,meghalaya,2021,2
7285,west garo hills district,44151,1729335,meghalaya,2021,2
7286,south garo hills district,5922,423241,meghalaya,2021,2
7287,east jaintia hills district,14530,750075,meghalaya,2021,2
7288,south west garo hills district,6835,368339,meghalaya,2021,2
7289,east khasi hills district,84124,1511469,meghalaya,2021,2
7290,east garo hills district,6754,388838,meghalaya,2021,2
7291,ribhoi district,20098,773596,meghalaya,2021,2
7292,west jaintia hills district,9409,426978,meghalaya,2021,2
7293,west khasi hills district,5296,358678,meghalaya,2021,2
7294,north garo hills district,7584,514829,meghalaya,2021,3
7295,south west khasi hills district,1802,266385,meghalaya,2021,3
7296,west garo hills district,47869,2349399,meghalaya,2021,3
7297,south garo hills district,6442,552240,meghalaya,2021,3
7298,east jaintia hills district,15847,986899,meghalaya,2021,3
7299,south west garo hills district,7531,527856,meghalaya,2021,3
7300,east khasi hills district,90505,2044296,meghalaya,2021,3
7301,east garo hills district,7389,652951,meghalaya,2021,3
7302,ribhoi district,21875,973925,meghalaya,2021,3
7303,west jaintia hills district,10337,591674,meghalaya,2021,3
7304,west khasi hills district,5884,492502,meghalaya,2021,3
7305,north garo hills district,8212,217752,meghalaya,2021,4
7306,south west khasi hills district,1986,47102,meghalaya,2021,4
7307,west garo hills district,51617,1414661,meghalaya,2021,4
7308,south garo hills district,7005,153237,meghalaya,2021,4
7309,east jaintia hills district,17115,672885,meghalaya,2021,4
7310,south west garo hills district,8197,209067,meghalaya,2021,4
7311,east khasi hills district,96942,1850500,meghalaya,2021,4
7312,east garo hills district,8015,210176,meghalaya,2021,4
7313,ribhoi district,23562,898927,meghalaya,2021,4
7314,west jaintia hills district,11189,221642,meghalaya,2021,4
7315,west khasi hills district,6428,152645,meghalaya,2021,4
7316,north garo hills district,8795,1305426,meghalaya,2022,1
7317,south west khasi hills district,2130,919454,meghalaya,2022,1
7318,west garo hills district,55028,5145619,meghalaya,2022,1
7319,south garo hills district,7508,1362153,meghalaya,2022,1
7320,east jaintia hills district,18301,2282567,meghalaya,2022,1
7321,south west garo hills district,8758,1573185,meghalaya,2022,1
7322,east khasi hills district,102838,3580903,meghalaya,2022,1
7323,east garo hills district,8578,1693715,meghalaya,2022,1
7324,ribhoi district,25112,2465091,meghalaya,2022,1
7325,west jaintia hills district,11952,1483829,meghalaya,2022,1
7326,west khasi hills district,6839,1822164,meghalaya,2022,1
7327,serchhip district,299,0,mizoram,2018,1
7328,aizawl district,4550,0,mizoram,2018,1
7329,lunglei district,879,0,mizoram,2018,1
7330,mamit district,316,0,mizoram,2018,1
7331,lawngtlai district,474,0,mizoram,2018,1
7332,kolasib district,486,0,mizoram,2018,1
7333,champhai district,358,0,mizoram,2018,1
7334,saiha district,231,0,mizoram,2018,1
7335,serchhip district,440,0,mizoram,2018,2
7336,aizawl district,6211,0,mizoram,2018,2
7337,lunglei district,1241,0,mizoram,2018,2
7338,mamit district,435,0,mizoram,2018,2
7339,lawngtlai district,607,0,mizoram,2018,2
7340,kolasib district,692,0,mizoram,2018,2
7341,champhai district,501,0,mizoram,2018,2
7342,saiha district,295,0,mizoram,2018,2
7343,serchhip district,633,0,mizoram,2018,3
7344,aizawl district,8460,0,mizoram,2018,3
7345,lunglei district,1751,0,mizoram,2018,3
7346,mamit district,599,0,mizoram,2018,3
7347,lawngtlai district,922,0,mizoram,2018,3
7348,kolasib district,1012,0,mizoram,2018,3
7349,champhai district,729,0,mizoram,2018,3
7350,saiha district,396,0,mizoram,2018,3
7351,serchhip district,857,0,mizoram,2018,4
7352,aizawl district,11131,0,mizoram,2018,4
7353,lunglei district,2391,0,mizoram,2018,4
7354,mamit district,835,0,mizoram,2018,4
7355,lawngtlai district,1254,0,mizoram,2018,4
7356,kolasib district,1393,0,mizoram,2018,4
7357,champhai district,1001,0,mizoram,2018,4
7358,saiha district,503,0,mizoram,2018,4
7359,serchhip district,1047,0,mizoram,2019,1
7360,aizawl district,13422,0,mizoram,2019,1
7361,lunglei district,2910,0,mizoram,2019,1
7362,mamit district,1096,0,mizoram,2019,1
7363,lawngtlai district,1648,0,mizoram,2019,1
7364,kolasib district,1730,0,mizoram,2019,1
7365,champhai district,1179,0,mizoram,2019,1
7366,saiha district,638,0,mizoram,2019,1
7367,serchhip district,1295,6610,mizoram,2019,2
7368,aizawl district,15934,70288,mizoram,2019,2
7369,lunglei district,3575,18099,mizoram,2019,2
7370,mamit district,1428,8927,mizoram,2019,2
7371,lawngtlai district,2133,10945,mizoram,2019,2
7372,kolasib district,2120,10299,mizoram,2019,2
7373,champhai district,1429,4109,mizoram,2019,2
7374,saiha district,782,3748,mizoram,2019,2
7375,serchhip district,1512,24464,mizoram,2019,3
7376,aizawl district,18992,240545,mizoram,2019,3
7377,lunglei district,4197,61478,mizoram,2019,3
7378,mamit district,1655,30424,mizoram,2019,3
7379,lawngtlai district,2647,34294,mizoram,2019,3
7380,kolasib district,2497,35460,mizoram,2019,3
7381,champhai district,1733,16362,mizoram,2019,3
7382,saiha district,901,14807,mizoram,2019,3
7383,serchhip district,1735,27104,mizoram,2019,4
7384,aizawl district,21865,272225,mizoram,2019,4
7385,lunglei district,4926,69976,mizoram,2019,4
7386,mamit district,1996,38555,mizoram,2019,4
7387,lawngtlai district,3255,40784,mizoram,2019,4
7388,kolasib district,2929,45961,mizoram,2019,4
7389,champhai district,2067,21506,mizoram,2019,4
7390,saiha district,1036,13057,mizoram,2019,4
7391,serchhip district,1992,32938,mizoram,2020,1
7392,aizawl district,25253,311082,mizoram,2020,1
7393,lunglei district,5778,88472,mizoram,2020,1
7394,mamit district,2379,47970,mizoram,2020,1
7395,lawngtlai district,3996,63102,mizoram,2020,1
7396,kolasib district,3360,54171,mizoram,2020,1
7397,champhai district,2448,27677,mizoram,2020,1
7398,saiha district,1293,19271,mizoram,2020,1
7399,serchhip district,2379,36361,mizoram,2020,2
7400,aizawl district,29637,335207,mizoram,2020,2
7401,lunglei district,7006,108200,mizoram,2020,2
7402,mamit district,2911,57414,mizoram,2020,2
7403,lawngtlai district,4977,86175,mizoram,2020,2
7404,kolasib district,4022,58398,mizoram,2020,2
7405,champhai district,3052,33178,mizoram,2020,2
7406,saiha district,1590,24375,mizoram,2020,2
7407,serchhip district,2871,42356,mizoram,2020,3
7408,aizawl district,36225,447023,mizoram,2020,3
7409,lunglei district,8442,125325,mizoram,2020,3
7410,mamit district,3597,63884,mizoram,2020,3
7411,lawngtlai district,6412,113452,mizoram,2020,3
7412,kolasib district,4923,62203,mizoram,2020,3
7413,champhai district,3883,43126,mizoram,2020,3
7414,saiha district,1962,27496,mizoram,2020,3
7415,serchhip district,3313,52819,mizoram,2020,4
7416,aizawl district,41500,529828,mizoram,2020,4
7417,lunglei district,9794,152987,mizoram,2020,4
7418,mamit district,4083,71430,mizoram,2020,4
7419,lawngtlai district,7618,129218,mizoram,2020,4
7420,kolasib district,5599,74081,mizoram,2020,4
7421,champhai district,4550,52622,mizoram,2020,4
7422,saiha district,2274,33197,mizoram,2020,4
7423,serchhip district,3582,54129,mizoram,2021,1
7424,aizawl district,45103,567367,mizoram,2021,1
7425,lunglei district,10638,166946,mizoram,2021,1
7426,mamit district,4467,79255,mizoram,2021,1
7427,lawngtlai district,8386,137614,mizoram,2021,1
7428,kolasib district,6120,96924,mizoram,2021,1
7429,champhai district,4968,55350,mizoram,2021,1
7430,saiha district,2486,35629,mizoram,2021,1
7431,serchhip district,3884,303117,mizoram,2021,2
7432,aizawl district,48525,956557,mizoram,2021,2
7433,lunglei district,11491,780417,mizoram,2021,2
7434,mamit district,4882,453423,mizoram,2021,2
7435,lawngtlai district,9096,550626,mizoram,2021,2
7436,kolasib district,6624,510345,mizoram,2021,2
7437,champhai district,5366,249755,mizoram,2021,2
7438,saiha district,2684,210357,mizoram,2021,2
7439,serchhip district,4255,387777,mizoram,2021,3
7440,aizawl district,52313,1288111,mizoram,2021,3
7441,lunglei district,12614,970616,mizoram,2021,3
7442,mamit district,5392,624924,mizoram,2021,3
7443,lawngtlai district,9954,684849,mizoram,2021,3
7444,kolasib district,7229,736071,mizoram,2021,3
7445,champhai district,5935,454912,mizoram,2021,3
7446,saiha district,2955,238458,mizoram,2021,3
7447,serchhip district,4614,99728,mizoram,2021,4
7448,aizawl district,56005,896356,mizoram,2021,4
7449,lunglei district,13668,295869,mizoram,2021,4
7450,mamit district,5887,175533,mizoram,2021,4
7451,lawngtlai district,10738,256494,mizoram,2021,4
7452,kolasib district,7850,185446,mizoram,2021,4
7453,champhai district,6447,126351,mizoram,2021,4
7454,saiha district,3196,58341,mizoram,2021,4
7455,serchhip district,4906,920558,mizoram,2022,1
7456,aizawl district,59433,2197478,mizoram,2022,1
7457,lunglei district,14538,3219546,mizoram,2022,1
7458,mamit district,6299,1986920,mizoram,2022,1
7459,lawngtlai district,11459,1752134,mizoram,2022,1
7460,kolasib district,8375,2007152,mizoram,2022,1
7461,champhai district,6875,2016621,mizoram,2022,1
7462,saiha district,3410,786248,mizoram,2022,1
7463,mon district,525,0,nagaland,2018,1
7464,phek district,487,0,nagaland,2018,1
7465,longleng district,121,0,nagaland,2018,1
7466,mokokchung district,1043,0,nagaland,2018,1
7467,kiphire district,168,0,nagaland,2018,1
7468,kohima district,3036,0,nagaland,2018,1
