,index,registeredUsers,appOpens,state,year,quarter
3746,bilaspur district,84508,1858165,himachal-pradesh,2021,2
3747,hamirpur district,117381,2034049,himachal-pradesh,2021,2
3748,una district,108338,2188195,himachal-pradesh,2021,2
3749,kangra district,329232,7137976,himachal-pradesh,2021,2
3750,kullu district,115278,3231422,himachal-pradesh,2021,2
3751,mandi district,200277,5696942,himachal-pradesh,2021,2
3752,lahul and spiti district,4254,937278,himachal-pradesh,2021,2
3753,chamba district,83542,3802308,himachal-pradesh,2021,2
3754,kinnaur district,22793,1315473,himachal-pradesh,2021,2
3755,solan district,360324,6782274,himachal-pradesh,2021,3
3756,sirmaur district,134870,4656571,himachal-pradesh,2021,3
3757,shimla district,235163,7467127,himachal-pradesh,2021,3
3758,bilaspur district,91291,2173844,himachal-pradesh,2021,3
3759,hamirpur district,126753,2131942,himachal-pradesh,2021,3
3760,una district,116973,2561006,himachal-pradesh,2021,3
3761,kangra district,355274,8202082,himachal-pradesh,2021,3
3762,kullu district,124078,4400259,himachal-pradesh,2021,3
3763,mandi district,216188,6281857,himachal-pradesh,2021,3
3764,lahul and spiti district,4660,1936498,himachal-pradesh,2021,3
3765,chamba district,90344,4430504,himachal-pradesh,2021,3
3766,kinnaur district,24708,1946324,himachal-pradesh,2021,3
3767,solan district,385901,10347236,himachal-pradesh,2021,4
3768,sirmaur district,144716,3750604,himachal-pradesh,2021,4
3769,shimla district,251745,5770212,himachal-pradesh,2021,4
3770,bilaspur district,97687,2031090,himachal-pradesh,2021,4
3771,hamirpur district,135670,2858483,himachal-pradesh,2021,4
3772,una district,125192,2739101,himachal-pradesh,2021,4
3773,kangra district,380492,8495356,himachal-pradesh,2021,4
3774,kullu district,132702,3731636,himachal-pradesh,2021,4
3775,mandi district,231360,4546592,himachal-pradesh,2021,4
3776,lahul and spiti district,5052,249743,himachal-pradesh,2021,4
3777,chamba district,96745,2375444,himachal-pradesh,2021,4
3778,kinnaur district,26485,775485,himachal-pradesh,2021,4
3779,solan district,410487,6710908,himachal-pradesh,2022,1
3780,sirmaur district,154267,8561040,himachal-pradesh,2022,1
3781,shimla district,267642,10998338,himachal-pradesh,2022,1
3782,bilaspur district,104121,3566950,himachal-pradesh,2022,1
3783,hamirpur district,144434,2665125,himachal-pradesh,2022,1
3784,una district,133249,3601757,himachal-pradesh,2022,1
3785,kangra district,405048,11350217,himachal-pradesh,2022,1
3786,kullu district,141024,5488435,himachal-pradesh,2022,1
3787,mandi district,246307,11736477,himachal-pradesh,2022,1
3788,lahul and spiti district,5365,2063470,himachal-pradesh,2022,1
3789,chamba district,103270,8403790,himachal-pradesh,2022,1
3790,kinnaur district,28269,2131771,himachal-pradesh,2022,1
3791,muzaffarabad district,41,0,jammu-&-kashmir,2018,1
3792,doda district,2648,0,jammu-&-kashmir,2018,1
3793,samba district,6534,0,jammu-&-kashmir,2018,1
3794,mirpur district,544,0,jammu-&-kashmir,2018,1
3795,srinagar district,18233,0,jammu-&-kashmir,2018,1
3796,baramulla district,16299,0,jammu-&-kashmir,2018,1
3797,jammu district,45294,0,jammu-&-kashmir,2018,1
3798,ganderbal district,4117,0,jammu-&-kashmir,2018,1
3799,udhampur district,8457,0,jammu-&-kashmir,2018,1
3800,bandipore district,4609,0,jammu-&-kashmir,2018,1
3801,reasi district,3583,0,jammu-&-kashmir,2018,1
3802,shopian district,2537,0,jammu-&-kashmir,2018,1
3803,poonch district,2539,0,jammu-&-kashmir,2018,1
3804,kathua district,8039,0,jammu-&-kashmir,2018,1
3805,kishtwar district,1298,0,jammu-&-kashmir,2018,1
3806,pulwama district,8441,0,jammu-&-kashmir,2018,1
3807,ramban district,1876,0,jammu-&-kashmir,2018,1
3808,rajouri district,5232,0,jammu-&-kashmir,2018,1
3809,kulgam district,5700,0,jammu-&-kashmir,2018,1
3810,budgam district,11594,0,jammu-&-kashmir,2018,1
3811,anantnag district,11556,0,jammu-&-kashmir,2018,1
3812,kupwara district,7254,0,jammu-&-kashmir,2018,1
3813,muzaffarabad district,57,0,jammu-&-kashmir,2018,2
3814,doda district,4031,0,jammu-&-kashmir,2018,2
3815,samba district,9601,0,jammu-&-kashmir,2018,2
3816,mirpur district,795,0,jammu-&-kashmir,2018,2
3817,srinagar district,27035,0,jammu-&-kashmir,2018,2
3818,baramulla district,25870,0,jammu-&-kashmir,2018,2
3819,jammu district,64681,0,jammu-&-kashmir,2018,2
3820,ganderbal district,6212,0,jammu-&-kashmir,2018,2
3821,udhampur district,12195,0,jammu-&-kashmir,2018,2
3822,bandipore district,7527,0,jammu-&-kashmir,2018,2
3823,reasi district,5168,0,jammu-&-kashmir,2018,2
3824,shopian district,3522,0,jammu-&-kashmir,2018,2
3825,poonch district,4152,0,jammu-&-kashmir,2018,2
3826,kathua district,11778,0,jammu-&-kashmir,2018,2
3827,kishtwar district,2006,0,jammu-&-kashmir,2018,2
3828,pulwama district,12218,0,jammu-&-kashmir,2018,2
3829,ramban district,2925,0,jammu-&-kashmir,2018,2
3830,rajouri district,8035,0,jammu-&-kashmir,2018,2
3831,kulgam district,8137,0,jammu-&-kashmir,2018,2
3832,budgam district,17809,0,jammu-&-kashmir,2018,2
3833,anantnag district,16373,0,jammu-&-kashmir,2018,2
3834,kupwara district,11482,0,jammu-&-kashmir,2018,2
3835,muzaffarabad district,89,0,jammu-&-kashmir,2018,3
3836,doda district,5618,0,jammu-&-kashmir,2018,3
3837,samba district,13304,0,jammu-&-kashmir,2018,3
3838,mirpur district,1133,0,jammu-&-kashmir,2018,3
3839,srinagar district,35583,0,jammu-&-kashmir,2018,3
3840,baramulla district,31069,0,jammu-&-kashmir,2018,3
3841,jammu district,86877,0,jammu-&-kashmir,2018,3
3842,ganderbal district,7627,0,jammu-&-kashmir,2018,3
3843,udhampur district,16058,0,jammu-&-kashmir,2018,3
3844,bandipore district,8792,0,jammu-&-kashmir,2018,3
3845,reasi district,7010,0,jammu-&-kashmir,2018,3
3846,shopian district,4698,0,jammu-&-kashmir,2018,3
3847,poonch district,6243,0,jammu-&-kashmir,2018,3
3848,kathua district,15849,0,jammu-&-kashmir,2018,3
3849,kishtwar district,2822,0,jammu-&-kashmir,2018,3
3850,pulwama district,15427,0,jammu-&-kashmir,2018,3
3851,ramban district,4202,0,jammu-&-kashmir,2018,3
3852,rajouri district,11534,0,jammu-&-kashmir,2018,3
3853,kulgam district,10305,0,jammu-&-kashmir,2018,3
3854,budgam district,22301,0,jammu-&-kashmir,2018,3
3855,anantnag district,20234,0,jammu-&-kashmir,2018,3
3856,kupwara district,15754,0,jammu-&-kashmir,2018,3
3857,muzaffarabad district,136,0,jammu-&-kashmir,2018,4
3858,doda district,7669,0,jammu-&-kashmir,2018,4
3859,samba district,17595,0,jammu-&-kashmir,2018,4
3860,mirpur district,1515,0,jammu-&-kashmir,2018,4
3861,srinagar district,44328,0,jammu-&-kashmir,2018,4
3862,baramulla district,37661,0,jammu-&-kashmir,2018,4
3863,jammu district,113005,0,jammu-&-kashmir,2018,4
3864,ganderbal district,9327,0,jammu-&-kashmir,2018,4
3865,udhampur district,21123,0,jammu-&-kashmir,2018,4
3866,bandipore district,10397,0,jammu-&-kashmir,2018,4
3867,reasi district,9290,0,jammu-&-kashmir,2018,4
3868,shopian district,5919,0,jammu-&-kashmir,2018,4
3869,poonch district,8555,0,jammu-&-kashmir,2018,4
3870,kathua district,21030,0,jammu-&-kashmir,2018,4
3871,kishtwar district,3753,0,jammu-&-kashmir,2018,4
3872,pulwama district,18846,0,jammu-&-kashmir,2018,4
3873,ramban district,5615,0,jammu-&-kashmir,2018,4
3874,rajouri district,15661,0,jammu-&-kashmir,2018,4
3875,kulgam district,12488,0,jammu-&-kashmir,2018,4
3876,budgam district,27710,0,jammu-&-kashmir,2018,4
3877,anantnag district,24448,0,jammu-&-kashmir,2018,4
3878,kupwara district,20492,0,jammu-&-kashmir,2018,4
3879,muzaffarabad district,170,0,jammu-&-kashmir,2019,1
3880,doda district,9896,0,jammu-&-kashmir,2019,1
3881,samba district,21495,0,jammu-&-kashmir,2019,1
3882,mirpur district,1891,0,jammu-&-kashmir,2019,1
3883,srinagar district,52762,0,jammu-&-kashmir,2019,1
3884,baramulla district,45150,0,jammu-&-kashmir,2019,1
3885,jammu district,134408,0,jammu-&-kashmir,2019,1
3886,ganderbal district,11236,0,jammu-&-kashmir,2019,1
3887,udhampur district,25515,0,jammu-&-kashmir,2019,1
3888,bandipore district,12419,0,jammu-&-kashmir,2019,1
3889,reasi district,11440,0,jammu-&-kashmir,2019,1
3890,shopian district,7625,0,jammu-&-kashmir,2019,1
3891,poonch district,10838,0,jammu-&-kashmir,2019,1
3892,kathua district,25620,0,jammu-&-kashmir,2019,1
3893,kishtwar district,4732,0,jammu-&-kashmir,2019,1
3894,pulwama district,23230,0,jammu-&-kashmir,2019,1
3895,ramban district,7125,0,jammu-&-kashmir,2019,1
3896,rajouri district,19212,0,jammu-&-kashmir,2019,1
3897,kulgam district,16003,0,jammu-&-kashmir,2019,1
3898,budgam district,34255,0,jammu-&-kashmir,2019,1
3899,anantnag district,30103,0,jammu-&-kashmir,2019,1
3900,kupwara district,25544,0,jammu-&-kashmir,2019,1
3901,muzaffarabad district,216,1171,jammu-&-kashmir,2019,2
3902,doda district,12220,53698,jammu-&-kashmir,2019,2
3903,samba district,25990,105880,jammu-&-kashmir,2019,2
3904,mirpur district,2250,13135,jammu-&-kashmir,2019,2
3905,srinagar district,62190,312300,jammu-&-kashmir,2019,2
3906,baramulla district,53196,212011,jammu-&-kashmir,2019,2
3907,jammu district,160241,581746,jammu-&-kashmir,2019,2
3908,ganderbal district,13224,73122,jammu-&-kashmir,2019,2
3909,udhampur district,29856,131187,jammu-&-kashmir,2019,2
3910,bandipore district,14951,65247,jammu-&-kashmir,2019,2
3911,reasi district,13784,72385,jammu-&-kashmir,2019,2
3912,shopian district,8946,37320,jammu-&-kashmir,2019,2
3913,poonch district,13450,69010,jammu-&-kashmir,2019,2
3914,kathua district,30602,122544,jammu-&-kashmir,2019,2
3915,kishtwar district,6001,27103,jammu-&-kashmir,2019,2
3916,pulwama district,27167,136747,jammu-&-kashmir,2019,2
3917,ramban district,8694,48805,jammu-&-kashmir,2019,2
3918,rajouri district,23118,103450,jammu-&-kashmir,2019,2
3919,kulgam district,18853,71690,jammu-&-kashmir,2019,2
3920,budgam district,39965,174075,jammu-&-kashmir,2019,2
3921,anantnag district,35488,140564,jammu-&-kashmir,2019,2
3922,kupwara district,30791,152183,jammu-&-kashmir,2019,2
3923,muzaffarabad district,207,1501,jammu-&-kashmir,2019,3
3924,doda district,12682,68944,jammu-&-kashmir,2019,3
3925,samba district,27579,160172,jammu-&-kashmir,2019,3
3926,mirpur district,2372,18542,jammu-&-kashmir,2019,3
3927,srinagar district,64758,386951,jammu-&-kashmir,2019,3
3928,baramulla district,54404,249467,jammu-&-kashmir,2019,3
3929,jammu district,169849,975045,jammu-&-kashmir,2019,3
3930,ganderbal district,13453,109345,jammu-&-kashmir,2019,3
3931,udhampur district,31297,204871,jammu-&-kashmir,2019,3
3932,bandipore district,15313,80343,jammu-&-kashmir,2019,3
3933,reasi district,14489,118236,jammu-&-kashmir,2019,3
3934,shopian district,9142,38069,jammu-&-kashmir,2019,3
3935,poonch district,14139,94475,jammu-&-kashmir,2019,3
3936,kathua district,32213,208424,jammu-&-kashmir,2019,3
3937,kishtwar district,6229,38662,jammu-&-kashmir,2019,3
3938,pulwama district,27963,176462,jammu-&-kashmir,2019,3
3939,ramban district,9065,75108,jammu-&-kashmir,2019,3
3940,rajouri district,24275,147846,jammu-&-kashmir,2019,3
3941,kulgam district,19220,80917,jammu-&-kashmir,2019,3
3942,budgam district,41004,208701,jammu-&-kashmir,2019,3
3943,anantnag district,36371,207023,jammu-&-kashmir,2019,3
3944,kupwara district,32431,194815,jammu-&-kashmir,2019,3
3945,muzaffarabad district,223,31,jammu-&-kashmir,2019,4
3946,doda district,13016,14365,jammu-&-kashmir,2019,4
3947,samba district,28333,59968,jammu-&-kashmir,2019,4
3948,mirpur district,2521,3319,jammu-&-kashmir,2019,4
3949,srinagar district,65611,28258,jammu-&-kashmir,2019,4
3950,baramulla district,55042,6479,jammu-&-kashmir,2019,4
3951,jammu district,174858,486244,jammu-&-kashmir,2019,4
3952,ganderbal district,13506,4644,jammu-&-kashmir,2019,4
3953,udhampur district,32252,79671,jammu-&-kashmir,2019,4
3954,bandipore district,15366,2312,jammu-&-kashmir,2019,4
3955,reasi district,15021,61611,jammu-&-kashmir,2019,4
3956,shopian district,9308,1093,jammu-&-kashmir,2019,4
3957,poonch district,14810,19155,jammu-&-kashmir,2019,4
3958,kathua district,33481,128868,jammu-&-kashmir,2019,4
3959,kishtwar district,6397,9507,jammu-&-kashmir,2019,4
3960,pulwama district,28336,9905,jammu-&-kashmir,2019,4
3961,ramban district,9304,14758,jammu-&-kashmir,2019,4
3962,rajouri district,25297,42098,jammu-&-kashmir,2019,4
3963,kulgam district,19304,1847,jammu-&-kashmir,2019,4
3964,budgam district,41377,14190,jammu-&-kashmir,2019,4
3965,anantnag district,36725,4724,jammu-&-kashmir,2019,4
3966,kupwara district,33279,5525,jammu-&-kashmir,2019,4
3967,muzaffarabad district,240,1138,jammu-&-kashmir,2020,1
3968,doda district,14537,88134,jammu-&-kashmir,2020,1
3969,samba district,31570,209115,jammu-&-kashmir,2020,1
3970,mirpur district,2835,23464,jammu-&-kashmir,2020,1
3971,srinagar district,70755,383851,jammu-&-kashmir,2020,1
3972,baramulla district,59123,288334,jammu-&-kashmir,2020,1
3973,jammu district,191031,1199860,jammu-&-kashmir,2020,1
3974,ganderbal district,14573,80254,jammu-&-kashmir,2020,1
3975,udhampur district,35408,262540,jammu-&-kashmir,2020,1
3976,bandipore district,16451,83494,jammu-&-kashmir,2020,1
3977,reasi district,16592,136328,jammu-&-kashmir,2020,1
3978,shopian district,10313,57817,jammu-&-kashmir,2020,1
3979,poonch district,16495,115169,jammu-&-kashmir,2020,1
3980,kathua district,37300,272391,jammu-&-kashmir,2020,1
3981,kishtwar district,7124,49904,jammu-&-kashmir,2020,1
3982,pulwama district,30796,200550,jammu-&-kashmir,2020,1
3983,ramban district,10267,83488,jammu-&-kashmir,2020,1
3984,rajouri district,28089,187260,jammu-&-kashmir,2020,1
3985,kulgam district,21070,96392,jammu-&-kashmir,2020,1
3986,budgam district,44636,248728,jammu-&-kashmir,2020,1
3987,anantnag district,39513,175619,jammu-&-kashmir,2020,1
3988,kupwara district,36690,233064,jammu-&-kashmir,2020,1
3989,muzaffarabad district,266,3534,jammu-&-kashmir,2020,2
3990,doda district,17896,262998,jammu-&-kashmir,2020,2
3991,samba district,37600,470714,jammu-&-kashmir,2020,2
3992,mirpur district,3522,72639,jammu-&-kashmir,2020,2
3993,srinagar district,78458,825852,jammu-&-kashmir,2020,2
3994,baramulla district,66095,677212,jammu-&-kashmir,2020,2
3995,jammu district,220805,2351890,jammu-&-kashmir,2020,2
3996,ganderbal district,16213,180300,jammu-&-kashmir,2020,2
3997,udhampur district,41813,587211,jammu-&-kashmir,2020,2
3998,bandipore district,18357,186996,jammu-&-kashmir,2020,2
3999,reasi district,19514,228746,jammu-&-kashmir,2020,2
4000,shopian district,11870,123790,jammu-&-kashmir,2020,2
4001,poonch district,19815,319509,jammu-&-kashmir,2020,2
4002,kathua district,44719,562924,jammu-&-kashmir,2020,2
4003,kishtwar district,8584,124258,jammu-&-kashmir,2020,2
4004,pulwama district,34565,434688,jammu-&-kashmir,2020,2
4005,ramban district,12068,183807,jammu-&-kashmir,2020,2
4006,rajouri district,33389,494580,jammu-&-kashmir,2020,2
4007,kulgam district,23505,216052,jammu-&-kashmir,2020,2
4008,budgam district,49962,560896,jammu-&-kashmir,2020,2
4009,anantnag district,44423,413847,jammu-&-kashmir,2020,2
4010,kupwara district,41855,574210,jammu-&-kashmir,2020,2
4011,muzaffarabad district,304,6388,jammu-&-kashmir,2020,3
4012,doda district,20833,287357,jammu-&-kashmir,2020,3
4013,samba district,42915,522691,jammu-&-kashmir,2020,3
4014,mirpur district,4128,70985,jammu-&-kashmir,2020,3
4015,srinagar district,87182,1051310,jammu-&-kashmir,2020,3
4016,baramulla district,73162,811950,jammu-&-kashmir,2020,3
4017,jammu district,248814,2720674,jammu-&-kashmir,2020,3
4018,ganderbal district,18259,225894,jammu-&-kashmir,2020,3
4019,udhampur district,47399,661207,jammu-&-kashmir,2020,3
4020,bandipore district,20153,223661,jammu-&-kashmir,2020,3
4021,reasi district,22063,243175,jammu-&-kashmir,2020,3
4022,shopian district,13294,160453,jammu-&-kashmir,2020,3
4023,poonch district,22704,342181,jammu-&-kashmir,2020,3
4024,kathua district,50914,593205,jammu-&-kashmir,2020,3
4025,kishtwar district,9745,126649,jammu-&-kashmir,2020,3
4026,pulwama district,38434,514441,jammu-&-kashmir,2020,3
4027,ramban district,13674,196197,jammu-&-kashmir,2020,3
4028,rajouri district,38071,557098,jammu-&-kashmir,2020,3
4029,kulgam district,25887,249487,jammu-&-kashmir,2020,3
4030,budgam district,55153,667385,jammu-&-kashmir,2020,3
4031,anantnag district,49443,501949,jammu-&-kashmir,2020,3
4032,kupwara district,47288,709117,jammu-&-kashmir,2020,3
4033,muzaffarabad district,339,9273,jammu-&-kashmir,2020,4
4034,doda district,24095,352491,jammu-&-kashmir,2020,4
4035,samba district,48775,710801,jammu-&-kashmir,2020,4
4036,mirpur district,4799,87362,jammu-&-kashmir,2020,4
4037,srinagar district,98923,1535006,jammu-&-kashmir,2020,4
4038,baramulla district,83119,1261348,jammu-&-kashmir,2020,4
4039,jammu district,282463,3834866,jammu-&-kashmir,2020,4
4040,ganderbal district,20465,288341,jammu-&-kashmir,2020,4
4041,udhampur district,53803,864317,jammu-&-kashmir,2020,4
4042,bandipore district,22721,335472,jammu-&-kashmir,2020,4
4043,reasi district,25147,358570,jammu-&-kashmir,2020,4
4044,shopian district,15234,234965,jammu-&-kashmir,2020,4
4045,poonch district,26045,423011,jammu-&-kashmir,2020,4
4046,kathua district,57651,817085,jammu-&-kashmir,2020,4
4047,kishtwar district,11233,171549,jammu-&-kashmir,2020,4
4048,pulwama district,43139,712775,jammu-&-kashmir,2020,4
4049,ramban district,15548,266848,jammu-&-kashmir,2020,4
4050,rajouri district,43240,690479,jammu-&-kashmir,2020,4
4051,kulgam district,29261,375598,jammu-&-kashmir,2020,4
4052,budgam district,62364,940572,jammu-&-kashmir,2020,4
4053,anantnag district,56211,775396,jammu-&-kashmir,2020,4
4054,kupwara district,54447,972626,jammu-&-kashmir,2020,4
4055,muzaffarabad district,377,9533,jammu-&-kashmir,2021,1
4056,doda district,26460,385972,jammu-&-kashmir,2021,1
4057,samba district,53123,846106,jammu-&-kashmir,2021,1
4058,mirpur district,5198,91729,jammu-&-kashmir,2021,1
4059,srinagar district,107147,1800718,jammu-&-kashmir,2021,1
4060,baramulla district,90607,1419562,jammu-&-kashmir,2021,1
4061,jammu district,307670,4748576,jammu-&-kashmir,2021,1
4062,ganderbal district,22249,307343,jammu-&-kashmir,2021,1
4063,udhampur district,58664,1005055,jammu-&-kashmir,2021,1
4064,bandipore district,24662,380806,jammu-&-kashmir,2021,1
4065,reasi district,27524,560191,jammu-&-kashmir,2021,1
4066,shopian district,16657,257342,jammu-&-kashmir,2021,1
4067,poonch district,28300,438878,jammu-&-kashmir,2021,1
4068,kathua district,62777,999489,jammu-&-kashmir,2021,1
4069,kishtwar district,12235,192499,jammu-&-kashmir,2021,1
4070,pulwama district,46731,822230,jammu-&-kashmir,2021,1
4071,ramban district,16907,314751,jammu-&-kashmir,2021,1
4072,rajouri district,47092,761083,jammu-&-kashmir,2021,1
4073,kulgam district,31882,413955,jammu-&-kashmir,2021,1
4074,budgam district,67920,1094310,jammu-&-kashmir,2021,1
4075,anantnag district,61151,943863,jammu-&-kashmir,2021,1
4076,kupwara district,59485,1040018,jammu-&-kashmir,2021,1
4077,muzaffarabad district,416,140975,jammu-&-kashmir,2021,2
4078,doda district,28542,1668531,jammu-&-kashmir,2021,2
4079,samba district,57066,1261847,jammu-&-kashmir,2021,2
4080,mirpur district,5662,519745,jammu-&-kashmir,2021,2
4081,srinagar district,114498,1723018,jammu-&-kashmir,2021,2
4082,baramulla district,97258,2275167,jammu-&-kashmir,2021,2
4083,jammu district,329625,5307827,jammu-&-kashmir,2021,2
4084,ganderbal district,23884,732103,jammu-&-kashmir,2021,2
4085,udhampur district,63296,2284672,jammu-&-kashmir,2021,2
4086,bandipore district,26435,753955,jammu-&-kashmir,2021,2
4087,reasi district,29716,1517492,jammu-&-kashmir,2021,2
4088,shopian district,17933,458734,jammu-&-kashmir,2021,2
4089,poonch district,30575,1527433,jammu-&-kashmir,2021,2
4090,kathua district,67569,2554198,jammu-&-kashmir,2021,2
4091,kishtwar district,13206,1464466,jammu-&-kashmir,2021,2
4092,pulwama district,50038,1135519,jammu-&-kashmir,2021,2
4093,ramban district,18253,999598,jammu-&-kashmir,2021,2
4094,rajouri district,50772,2055898,jammu-&-kashmir,2021,2
4095,kulgam district,34224,770338,jammu-&-kashmir,2021,2
4096,budgam district,72750,1261253,jammu-&-kashmir,2021,2
4097,anantnag district,65592,1762005,jammu-&-kashmir,2021,2
4098,kupwara district,63957,2099785,jammu-&-kashmir,2021,2
4099,muzaffarabad district,454,277152,jammu-&-kashmir,2021,3
4100,doda district,30988,2156305,jammu-&-kashmir,2021,3
4101,samba district,61677,1647183,jammu-&-kashmir,2021,3
4102,mirpur district,6201,741299,jammu-&-kashmir,2021,3
4103,srinagar district,122752,2116162,jammu-&-kashmir,2021,3
4104,baramulla district,104763,2926151,jammu-&-kashmir,2021,3
4105,jammu district,354280,7100607,jammu-&-kashmir,2021,3
4106,ganderbal district,25735,1207298,jammu-&-kashmir,2021,3
4107,udhampur district,68452,2608312,jammu-&-kashmir,2021,3
4108,bandipore district,28469,1139504,jammu-&-kashmir,2021,3
4109,reasi district,32275,2111256,jammu-&-kashmir,2021,3
4110,shopian district,19343,542538,jammu-&-kashmir,2021,3
4111,poonch district,33277,2129714,jammu-&-kashmir,2021,3
4112,kathua district,73280,3107994,jammu-&-kashmir,2021,3
4113,kishtwar district,14320,1885750,jammu-&-kashmir,2021,3
4114,pulwama district,53876,1519762,jammu-&-kashmir,2021,3
4115,ramban district,19751,1301613,jammu-&-kashmir,2021,3
4116,rajouri district,55013,2580630,jammu-&-kashmir,2021,3
4117,kulgam district,36921,956967,jammu-&-kashmir,2021,3
4118,budgam district,78298,1548150,jammu-&-kashmir,2021,3
4119,anantnag district,70633,2364289,jammu-&-kashmir,2021,3
4120,kupwara district,69102,3056561,jammu-&-kashmir,2021,3
4121,muzaffarabad district,506,22752,jammu-&-kashmir,2021,4
4122,doda district,33427,846302,jammu-&-kashmir,2021,4
4123,samba district,66057,1804895,jammu-&-kashmir,2021,4
4124,mirpur district,6709,171174,jammu-&-kashmir,2021,4
4125,srinagar district,130968,2897946,jammu-&-kashmir,2021,4
4126,baramulla district,112175,2592259,jammu-&-kashmir,2021,4
4127,jammu district,378618,8499645,jammu-&-kashmir,2021,4
4128,ganderbal district,27599,699275,jammu-&-kashmir,2021,4
4129,udhampur district,73525,2166683,jammu-&-kashmir,2021,4
4130,bandipore district,30502,782430,jammu-&-kashmir,2021,4
4131,reasi district,34767,1115094,jammu-&-kashmir,2021,4
4132,shopian district,20780,528874,jammu-&-kashmir,2021,4
4133,poonch district,35913,914840,jammu-&-kashmir,2021,4
4134,kathua district,78693,1976525,jammu-&-kashmir,2021,4
4135,kishtwar district,15389,430915,jammu-&-kashmir,2021,4
4136,pulwama district,57630,1470314,jammu-&-kashmir,2021,4
4137,ramban district,21283,726042,jammu-&-kashmir,2021,4
4138,rajouri district,59304,1466839,jammu-&-kashmir,2021,4
4139,kulgam district,39481,885164,jammu-&-kashmir,2021,4
4140,budgam district,83726,2099845,jammu-&-kashmir,2021,4
4141,anantnag district,75622,1791477,jammu-&-kashmir,2021,4
4142,kupwara district,74136,2122858,jammu-&-kashmir,2021,4
4143,muzaffarabad district,540,480972,jammu-&-kashmir,2022,1
4144,doda district,35680,3731468,jammu-&-kashmir,2022,1
4145,samba district,70288,2419072,jammu-&-kashmir,2022,1
4146,mirpur district,7177,1274287,jammu-&-kashmir,2022,1
4147,srinagar district,138727,1353992,jammu-&-kashmir,2022,1
4148,baramulla district,119475,3187493,jammu-&-kashmir,2022,1
4149,jammu district,401675,7369217,jammu-&-kashmir,2022,1
4150,ganderbal district,29427,1086867,jammu-&-kashmir,2022,1
4151,udhampur district,78353,4561115,jammu-&-kashmir,2022,1
4152,bandipore district,32427,1906499,jammu-&-kashmir,2022,1
4153,reasi district,37052,4089782,jammu-&-kashmir,2022,1
4154,shopian district,22173,601448,jammu-&-kashmir,2022,1
4155,poonch district,38315,3572503,jammu-&-kashmir,2022,1
4156,kathua district,83944,6051993,jammu-&-kashmir,2022,1
4157,kishtwar district,16418,3226678,jammu-&-kashmir,2022,1
4158,pulwama district,61306,1541606,jammu-&-kashmir,2022,1
4159,ramban district,22686,1936558,jammu-&-kashmir,2022,1
4160,rajouri district,63232,5359687,jammu-&-kashmir,2022,1
4161,kulgam district,42103,973922,jammu-&-kashmir,2022,1
4162,budgam district,88994,1081801,jammu-&-kashmir,2022,1
4163,anantnag district,80434,2235395,jammu-&-kashmir,2022,1
4164,kupwara district,78894,4073502,jammu-&-kashmir,2022,1
4165,ramgarh district,37875,0,jharkhand,2018,1
4166,ranchi district,159444,0,jharkhand,2018,1
4167,east singhbhum district,103016,0,jharkhand,2018,1
4168,jamtara district,10659,0,jharkhand,2018,1
4169,dumka district,16027,0,jharkhand,2018,1
4170,koderma district,21423,0,jharkhand,2018,1
4171,hazaribagh district,56421,0,jharkhand,2018,1
4172,simdega district,2983,0,jharkhand,2018,1
4173,garhwa district,14981,0,jharkhand,2018,1
4174,saraikela kharsawan district,31177,0,jharkhand,2018,1
4175,gumla district,6616,0,jharkhand,2018,1
4176,chatra district,11805,0,jharkhand,2018,1
4177,khunti district,4037,0,jharkhand,2018,1
4178,dhanbad district,130195,0,jharkhand,2018,1
4179,godda district,16608,0,jharkhand,2018,1
4180,deoghar district,35229,0,jharkhand,2018,1
4181,palamu district,31788,0,jharkhand,2018,1
4182,latehar district,7580,0,jharkhand,2018,1
4183,west singhbhum district,15529,0,jharkhand,2018,1
4184,pakur district,6846,0,jharkhand,2018,1
4185,lohardaga district,5431,0,jharkhand,2018,1
4186,sahebganj district,12479,0,jharkhand,2018,1
4187,giridih district,45940,0,jharkhand,2018,1
4188,bokaro district,101673,0,jharkhand,2018,1
4189,ramgarh district,51846,0,jharkhand,2018,2
4190,ranchi district,216019,0,jharkhand,2018,2
4191,east singhbhum district,142493,0,jharkhand,2018,2
4192,jamtara district,15754,0,jharkhand,2018,2
4193,dumka district,22385,0,jharkhand,2018,2
4194,koderma district,28998,0,jharkhand,2018,2
4195,hazaribagh district,78856,0,jharkhand,2018,2
4196,simdega district,4315,0,jharkhand,2018,2
4197,garhwa district,22429,0,jharkhand,2018,2
4198,saraikela kharsawan district,43186,0,jharkhand,2018,2
4199,gumla district,9302,0,jharkhand,2018,2
4200,chatra district,17229,0,jharkhand,2018,2
4201,khunti district,5835,0,jharkhand,2018,2
4202,dhanbad district,181348,0,jharkhand,2018,2
4203,godda district,23746,0,jharkhand,2018,2
4204,deoghar district,50575,0,jharkhand,2018,2
4205,palamu district,45659,0,jharkhand,2018,2
4206,latehar district,11032,0,jharkhand,2018,2
4207,west singhbhum district,22297,0,jharkhand,2018,2
4208,pakur district,9475,0,jharkhand,2018,2
4209,lohardaga district,7702,0,jharkhand,2018,2
4210,sahebganj district,17195,0,jharkhand,2018,2
4211,giridih district,63248,0,jharkhand,2018,2
